comment,question,id
"I believe that a peaceful protest is okay, and requires no show of force.",Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,467
Peaceful protests are a right we have had for a long time,Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,468
I believe that using military force against peaceful protestors goes against the principles of democracy and freedom that our country is built on. Pea,Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,469
I believe that using military force against peaceful protestors goes against the principles of democracy and freedom that our country is built on. Pea,Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,470
Protesting is  part of our rights of living in the US,Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,471
I believe most Democrats are not honest about the things they say. ,Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,472
"I support peaceful protests. Any protest that seeks to promote violence, I strongly oppose ",Do you support the use of military force against civilians if there are peaceful protests when the next president takes office?,473
A gun may be just a tool but it might be too effective at shooting kids in schools.,Should people with mental illness be legally allowed to purchase guns?,474
A lot of people with mental illness are often not diagnosed so enforcing this rule would be difficult,Should people with mental illness be legally allowed to purchase guns?,475
A simple background check with a deep mental health evaluation from a qualified mental health professional will go a long way.,Should people with mental illness be legally allowed to purchase guns?,476
All people should be required to complete a mental health evaluation before purchasing a gun.,Should people with mental illness be legally allowed to purchase guns?,477
Allowing people with mental health issues to have guns increases the risk of harm to both themselves and others.,Should people with mental illness be legally allowed to purchase guns?,478
Anyone diagnosed with any kind of severe mental illness shouldn't be permitted to own a firearm. ,Should people with mental illness be legally allowed to purchase guns?,479
Banning guns only for individuals diagnosed with a mental illness is discriminatory.,Should people with mental illness be legally allowed to purchase guns?,480
Banning mentally ill people with a history of violence or other concerning acts from purchasing a firearm is a great idea!,Should people with mental illness be legally allowed to purchase guns?,481
Being diagnosed with a mental health condition and owning a gun is a deadly mix. It’s a danger to the individual and society.,Should people with mental illness be legally allowed to purchase guns?,482
Clearance from a mental health professional should be required for gun ownership if there is a history of severe mental illness.,Should people with mental illness be legally allowed to purchase guns?,483
Clearing a mental wellbeing check provided by a liscened docor should be a requirement for purchasing a firearm. ,Should people with mental illness be legally allowed to purchase guns?,484
"Data needs to be gathered from jurisdictions where banning has already been done to decide if, how and what to do about banning guns.",Should people with mental illness be legally allowed to purchase guns?,485
Definitely we need tighter gun control measures and smarter regulations ,Should people with mental illness be legally allowed to purchase guns?,486
"Discrimination wouldn’t stop at mental illness, the government would start to take gun rights away from other marginalized groups. ",Should people with mental illness be legally allowed to purchase guns?,487
"Extreme mental illness typically expresses through violence, a gun being available would only emphasize this. ",Should people with mental illness be legally allowed to purchase guns?,488
Gun afre risky to society. You may not know what caliber of person possesses a gun,Should people with mental illness be legally allowed to purchase guns?,489
Guns are a tool of violence. Giving someone with fleeting thoughts of violence is not a good idea. ,Should people with mental illness be legally allowed to purchase guns?,490
Guns make individuals with mental illnesses more likely to harm themselves and therefore shouldn't be allowed guns.,Should people with mental illness be legally allowed to purchase guns?,491
Having a history of mental illness AND violence should make it harder for you to obtain a gun but not impossible.,Should people with mental illness be legally allowed to purchase guns?,492
I am an anxiety sufferer. I don't own a gun but wouldn't consider myself a danger to have one if I so chose. ,Should people with mental illness be legally allowed to purchase guns?,493
"I am in agreement that all people with a severe mental illness, should not be able to purchase a gun. ",Should people with mental illness be legally allowed to purchase guns?,494
I believe anyone who owns a gun should be subject to a full background check and mental evaluation.,Should people with mental illness be legally allowed to purchase guns?,495
"I believe mental illness should be considered, but it should depend on the degree of mental illness",Should people with mental illness be legally allowed to purchase guns?,496
"I believe that guns should be banned for everyone, regardless of their mental status. ",Should people with mental illness be legally allowed to purchase guns?,497
I believe that individuals with mental illness should be assessed on a case-by-case basis rather than facing a blanket ban on gun ownership.,Should people with mental illness be legally allowed to purchase guns?,498
I believe there needs to be stricter gun laws and have to go through a more in depth background check and a must to go see a therapist,Should people with mental illness be legally allowed to purchase guns?,499
"I believe there should be fewer gun types available to all, not just mentally ill.",Should people with mental illness be legally allowed to purchase guns?,500
I don't believe the general public should have access to firearms for any reason.,Should people with mental illness be legally allowed to purchase guns?,501
I don't think anyone in the United States should have access to guns. ,Should people with mental illness be legally allowed to purchase guns?,502
"I question how this rule would even be enforced, so I do not think it is a good idea.",Should people with mental illness be legally allowed to purchase guns?,503
"I strongly agree with mental health assessments to purchase firearms, but sorry about how that could be implemented",Should people with mental illness be legally allowed to purchase guns?,504
I support the idea of banning people with mental disorder to use guns because they might end up killing a lot of people .,Should people with mental illness be legally allowed to purchase guns?,505
"I think a mentally ill person who will hurt themselves or others would do it regardless, so banning them from guns won't help.",Should people with mental illness be legally allowed to purchase guns?,506
I think anyone capable of accepting the responsibility should be able to own a gun. But I don't know where or how to make that decision.,Should people with mental illness be legally allowed to purchase guns?,507
I think banning gun ownership based on mental illness is a good idea as long as the mental illness is clearly defined.,Should people with mental illness be legally allowed to purchase guns?,508
"I think banning people from having guns  it depends on the mental illness and the severity of illness, as well. ",Should people with mental illness be legally allowed to purchase guns?,509
"I think it should depend on the type of illness and the overall history of the person, like if a person has a history of violence. ",Should people with mental illness be legally allowed to purchase guns?,510
I think lack of skill to use and mental illness is a factor.,Should people with mental illness be legally allowed to purchase guns?,511
I think mental health evaluations should be the determiner in whether someone gets to own a gun or not.,Should people with mental illness be legally allowed to purchase guns?,512
I think mental illness is a broad term that describes many conditions.  Determining gun ownership based on mental illness is not effective.,Should people with mental illness be legally allowed to purchase guns?,513
"I think more gun regulation is needed, but I'm not sure a blanket ban for those deemed mentally ill would be effective. ",Should people with mental illness be legally allowed to purchase guns?,514
"I think people with certain mental disorders but not all, should not easily be able to own a gun.",Should people with mental illness be legally allowed to purchase guns?,515
I think people with extreme mental illness who are mentally unstable with a will to cause harm to themselves and others should be denied,Should people with mental illness be legally allowed to purchase guns?,516
"I think that it should depend on if its ADD, anxiety or someones hesding voices. The individuals who hear voices shouldn't be allowed a gun.",Should people with mental illness be legally allowed to purchase guns?,517
I think there should be a lot of mandates and responsibilities around guns.,Should people with mental illness be legally allowed to purchase guns?,518
"I would like to see ""mental illness"" more strictly defined.",Should people with mental illness be legally allowed to purchase guns?,519
"I'm against anyone owning a gun, but some of the questions weren't phrased with that in mind.",Should people with mental illness be legally allowed to purchase guns?,520
"If mental illness diagnosis prevents people from getting a gun, people may be less likely to use mental health services ",Should people with mental illness be legally allowed to purchase guns?,521
"If people are evaluated for a mental illness before purchasing a gun, that ""excuse""  should not be valid after harming/killing someone. ",Should people with mental illness be legally allowed to purchase guns?,522
"If the mental illness is not related to violence or hallucinations, then it should not be included in the ban.",Should people with mental illness be legally allowed to purchase guns?,523
if you're impaired in some way you probably shouldn't operate a firearm unless necessary. ,Should people with mental illness be legally allowed to purchase guns?,524
"In general I don’t believe anyone should be allowed to buy guns, regardless of their mental health status. ",Should people with mental illness be legally allowed to purchase guns?,525
individuals with severe mental health issues may pose a risk to themselves or others.,Should people with mental illness be legally allowed to purchase guns?,526
It depends on the extent of the mental illness because guns are a huge responsibility and should be taken seriously ,Should people with mental illness be legally allowed to purchase guns?,527
"It depends on the mental health diagnosis, the severity of it, and so many other factors. ",Should people with mental illness be legally allowed to purchase guns?,528
It depends on the type and severity ; not all types of mental illness are equal,Should people with mental illness be legally allowed to purchase guns?,529
It depends on what the mental diagnosis is and if a person has ever hurt themselves or another person.,Should people with mental illness be legally allowed to purchase guns?,530
It is difficult to gauge because mental has a wide spectrum. It’s hard to judge don’t the different types of mental illnesses. ,Should people with mental illness be legally allowed to purchase guns?,531
It is hard to find Americans who are not mentally ill at least on some level.  This idea would be exploited to disarm Americans.,Should people with mental illness be legally allowed to purchase guns?,532
It is too dangerous to allow someone with mental illness to own a gun,Should people with mental illness be legally allowed to purchase guns?,533
It really depends on the illness.  We should requ a mental health professional to attest that they're not a danger to themselves or others..,Should people with mental illness be legally allowed to purchase guns?,534
"It really depends on the mental illness, so there should be a psychological screening before they can get a gun.",Should people with mental illness be legally allowed to purchase guns?,535
It really depends on the type and to what extent of the mental illness. All are not equal. ,Should people with mental illness be legally allowed to purchase guns?,536
It should depend on the type of mental illness. If it's as simple as depression or anxiety that wouldn't be a problem,Should people with mental illness be legally allowed to purchase guns?,537
It's true we should implement ways for being able to purchase guns. Honestly this won't stop people from illegally buying guns.,Should people with mental illness be legally allowed to purchase guns?,538
It’s time to follow the lead of the rest of the world and ban private gun ownership entirely.  ,Should people with mental illness be legally allowed to purchase guns?,539
keeping guns out of the homes of those with severe mental illness will likely lower the suicide rate significantly ,Should people with mental illness be legally allowed to purchase guns?,540
"Liberals are trying to work with owners, at least at LEAST making it harder for the mentally ill to obtain firearms. ",Should people with mental illness be legally allowed to purchase guns?,541
"Many forms of mental illness put individuals at risk for harming themselves or others, and guns assist them in doing this. ",Should people with mental illness be legally allowed to purchase guns?,542
Maybe a medical background check as well as criminal.,Should people with mental illness be legally allowed to purchase guns?,543
mental health assessment should be done prior to owning a gun,Should people with mental illness be legally allowed to purchase guns?,544
Mental health evaluations should be required to be able to ensure people can handle a gun,Should people with mental illness be legally allowed to purchase guns?,545
Mental health risks should have national database that gun shops could refer to.,Should people with mental illness be legally allowed to purchase guns?,546
Mental health screenings should be a mandatory part of the gun purchasing process.,Should people with mental illness be legally allowed to purchase guns?,547
"Mental illness and guns really don't mix! Usually doesn't end well, eventually",Should people with mental illness be legally allowed to purchase guns?,548
Mental illness as a category is too broad to use to restrict gun ownersh; this would lead to stigmatizing those with minor mental illnesses.,Should people with mental illness be legally allowed to purchase guns?,549
Mental illness is a spectrum and I am not sure how this would be enforced. ,Should people with mental illness be legally allowed to purchase guns?,550
Mental illness is a symptom of greater societal issues and not a cause to restrict individual freedom,Should people with mental illness be legally allowed to purchase guns?,551
Mental illness is a very broad term that covers a wide variety of conditions. An evaluation should be required for anyone to purchase a gun.,Should people with mental illness be legally allowed to purchase guns?,552
Mental illness is only one factor that should be considered in the sale of guns.,Should people with mental illness be legally allowed to purchase guns?,553
Mental illness is such a broad term that includes so many diverse people that this shouldn't even be a question.,Should people with mental illness be legally allowed to purchase guns?,554
Mental illness needs to be better understood to properly implement this but i think both would be important things to do.,Should people with mental illness be legally allowed to purchase guns?,555
Mental illness persons are not allowed to purchased gun ,Should people with mental illness be legally allowed to purchase guns?,556
Mental illness varies in severity and form. I’d like for gun regulations to exist but focusing on mental illness won’t stop gun violence,Should people with mental illness be legally allowed to purchase guns?,557
"Mental illnesses, especially those that impair judgment, increase impulsivity, or lead to violent or suicidal tendencies, can make gun owner",Should people with mental illness be legally allowed to purchase guns?,558
"Mental issues can cause violence, so people should have to pass a mental evaluation to purchase a firearm.",Should people with mental illness be legally allowed to purchase guns?,559
Mental or psychological evaluation should be a part of purchasing a gun.,Should people with mental illness be legally allowed to purchase guns?,560
Mentally ill people and violent people are not the same thing. ,Should people with mental illness be legally allowed to purchase guns?,561
"Mentally ill people should not be allowed to own guns, it should never be allowed. The risk involved is far too much.",Should people with mental illness be legally allowed to purchase guns?,562
No one should have the right to own a gun. This country has lost enough children due to guns bought online or from irresponsible adults.,Should people with mental illness be legally allowed to purchase guns?,563
Noone needs a gun. Anyonewhowants a gun to kill or wound others to protect self or propertyy IS memtally ill,Should people with mental illness be legally allowed to purchase guns?,564
Our government is really bad at implementing things like standardized examinations that determine who gets what and why or why not.,Should people with mental illness be legally allowed to purchase guns?,565
"People should have a mental health clearance from a professional, in order to possess a gun.",Should people with mental illness be legally allowed to purchase guns?,566
"People who are considered sane use guns to kill people on a regular basis. Take their guns also. Nowadays, who’s really sane or not? ",Should people with mental illness be legally allowed to purchase guns?,567
"People with mental health problems already have a high suicide rate, they don't need a tool to kill themselves or someone they are mad at.",Should people with mental illness be legally allowed to purchase guns?,568
People with mental illness should not be allowed to purchase guns,Should people with mental illness be legally allowed to purchase guns?,569
"Some illnesses like just Anxiety, I could see being fine. Others like Bi-Polar I would not see as acceptable.",Should people with mental illness be legally allowed to purchase guns?,570
Someone with a diagnosed or undiagnosed mental illness should not be allowed to purchase guns.,Should people with mental illness be legally allowed to purchase guns?,571
Specific mental illnesses should have stronger gun retrictions,Should people with mental illness be legally allowed to purchase guns?,572
Specifically banning guns based on mental illness might lead to people avoiding getting a diagnosis or help they need to skirt the ban.,Should people with mental illness be legally allowed to purchase guns?,573
"Stricter gun regulations should apply to everyone, including and beyond those with a history of mental illness.",Should people with mental illness be legally allowed to purchase guns?,574
The effects of mental illnesses vary too greatly on an individual basis; a general ban on the mentally ill is unfair treatment.,Should people with mental illness be legally allowed to purchase guns?,575
"The only purpose of a gun is to kill life faster, so ban gun and let people fight with their fists.",Should people with mental illness be legally allowed to purchase guns?,576
"The proposition is problematic, because it would depend upon the degree and type of mental illness considered along with treatment protocols",Should people with mental illness be legally allowed to purchase guns?,577
The reality is that guns will never be banned. It's a huge business with many politician's carrying huge NRA donations in their pockets. ,Should people with mental illness be legally allowed to purchase guns?,578
The severity of the mental illness should be a factor in gun ownership as well,Should people with mental illness be legally allowed to purchase guns?,579
The term mental illness covers a vast array of conditions nowadays so this would have to be very selective based on past violent history. ,Should people with mental illness be legally allowed to purchase guns?,580
"There are a lot of valid points in denying people with mental illness access to guns, but there are also a lot of good reasons why they can.",Should people with mental illness be legally allowed to purchase guns?,581
There has to be a logical and realistic approach towards the topic of guns and mental health. ,Should people with mental illness be legally allowed to purchase guns?,582
There needs to be background checks so people with certain mental illnesses cannot purchase guns,Should people with mental illness be legally allowed to purchase guns?,583
There should be more rigorous qualifications in place for anyone obtaining a gun and mental health checks would be a small part.,Should people with mental illness be legally allowed to purchase guns?,584
There would be fewer suicides if mentally ill persons could not obtain guns.,Should people with mental illness be legally allowed to purchase guns?,585
This issue is easily biased and can be discriminatory as well. Ownership is a right but a huge responsibility to use for its protection. ,Should people with mental illness be legally allowed to purchase guns?,586
This would be hard to enforce because mentally ill people that haven't sought treatment aren't going to admit it if they want to purchase a ,Should people with mental illness be legally allowed to purchase guns?,587
"Understanding mental illness more, may help in making this decision of banning guns come to fruition. ",Should people with mental illness be legally allowed to purchase guns?,588
We need to do something about making access to mental health treatment accessible to all in America so people aren't driven to violence.,Should people with mental illness be legally allowed to purchase guns?,589
"While the publicized mass shootings are often attributed to mental illness, correlation is not causation.  ",Should people with mental illness be legally allowed to purchase guns?,590
You need a license to drive a car and one to get married and getting a mental screening before a gun purchase seems logical.,Should people with mental illness be legally allowed to purchase guns?,591
 I oppose allowing individuals with mental health conditions to have access to firearms as it poses high risk to themselves and others.,Should people with mental illness be legally allowed to purchase guns?,592
"Additional government infringements on our constitutionally-protected rights is rarely, if ever, a good thing.",Should people with mental illness be legally allowed to purchase guns?,593
Anyone with a history of serious mental illness should never be allowed to carry a gun.,Should people with mental illness be legally allowed to purchase guns?,594
Background checks should be essential when purchasing any firearm to limit those with mental illnesses from possessing firearms.,Should people with mental illness be legally allowed to purchase guns?,595
"Banning all people with mental illness from owning guns would be bad, since not all mental illnesses make a person dangerous.",Should people with mental illness be legally allowed to purchase guns?,596
Banning people from owning guns due to mental illness is a good idea however it is hard to balance between freedom and safety.,Should people with mental illness be legally allowed to purchase guns?,597
Defining mental illness in the capacity to which it defines the ability to responsibly and safely handle a fire arm is such a gray area.,Should people with mental illness be legally allowed to purchase guns?,598
Finding the best way to determine whether the person is qualified to buy a gun or not is the hardest process.,Should people with mental illness be legally allowed to purchase guns?,599
Give the wide variety of mental illnesses and level of severity this alone should not keep a person from owning a gun. ,Should people with mental illness be legally allowed to purchase guns?,600
Gun ownership should be allowed on a one on one basis.  I'm not sure how this could be done but i don't agree with banning all people with b,Should people with mental illness be legally allowed to purchase guns?,601
Guns are very dangerous. Even a perfectly functioning person can snap. I believe no one should be able to purchase semi automatic rifles.,Should people with mental illness be legally allowed to purchase guns?,602
Guns kill and mental illness plus a gun is bad news.,Should people with mental illness be legally allowed to purchase guns?,603
I agree guns should be used for only for self protection however I think people with mental illness shouldn’t have guns ,Should people with mental illness be legally allowed to purchase guns?,604
I agree that the government should be careful who they give guns to,Should people with mental illness be legally allowed to purchase guns?,605
I am in favor of requiring training and licensing to own firearms similar to obtaining a drivers' license.,Should people with mental illness be legally allowed to purchase guns?,606
"I believe a written and oral test, performed by a mental health professional, should be required for gun ownership.",Should people with mental illness be legally allowed to purchase guns?,607
I believe everyone needs to have a Psychological Evaluation before being permitted to own a gun ,Should people with mental illness be legally allowed to purchase guns?,608
I believe individuals with a history of severe mental illness should not have access to firearms to ensure public safety.,Should people with mental illness be legally allowed to purchase guns?,609
I believe individuals with severe mental illnesses that impair judgment or increase harm risk should undergo evaluations before purchasing,Should people with mental illness be legally allowed to purchase guns?,610
I believe most everyone should have the right to own a gun if they choose to..,Should people with mental illness be legally allowed to purchase guns?,611
I believe our current government would use mental illness in too broad a definition to try and take guns away from law abiding citizens. ,Should people with mental illness be legally allowed to purchase guns?,612
I believe that mental illness is diagnosed too often and has too wide of a spectrum to ban all those suffering from arming themselves.,Should people with mental illness be legally allowed to purchase guns?,613
I believe there should be some procedure in place to keep guns out of the hands of the mentally ill,Should people with mental illness be legally allowed to purchase guns?,614
I believe this should be a case by case basis. Not all people with a mental illness are violent and therefore may own a gun.,Should people with mental illness be legally allowed to purchase guns?,615
I believe those mentally uncapable of taking care of themselves should not be allowed to obtain a gun. ,Should people with mental illness be legally allowed to purchase guns?,616
"I don't believe that many people are, or will have some mental illness.  If so, then guns are the least of our problems",Should people with mental illness be legally allowed to purchase guns?,617
I don't know how effective it would be to ban guns for the mentally ill.  The term mentally ill is a wide term,Should people with mental illness be legally allowed to purchase guns?,618
I don't think we will ever ban guns from mentally ill people. Everyone knows that money talks. Gun manufacturers buy off all politicians it',Should people with mental illness be legally allowed to purchase guns?,619
I have a mental illness I also own 3 guns I’m no danger to people with my guns,Should people with mental illness be legally allowed to purchase guns?,620
"I oppose allowing individuals with mental health issues to legally purchase guns, as it poses significant risks to public safety.",Should people with mental illness be legally allowed to purchase guns?,621
I think a better more comprehensive screening needs to be done for gun purchases. ,Should people with mental illness be legally allowed to purchase guns?,622
i think guns should be generally banned. period!!!,Should people with mental illness be legally allowed to purchase guns?,623
I think it really depends on the severity of the mental illness like schizophrenia and the like.,Should people with mental illness be legally allowed to purchase guns?,624
I think its safe to give guns to people who are sane,Should people with mental illness be legally allowed to purchase guns?,625
"I think only police and military should be allowed to have guns. We dont live in 1800s, where everybody had to protect themselves.",Should people with mental illness be legally allowed to purchase guns?,626
I think some mental illness should prevent a person from owning a gun since I think they would be a danger to themselves and others,Should people with mental illness be legally allowed to purchase guns?,627
"I think that while mental illness can be a very broad category, everyone should have a mental evaluation before being allowed to carry a gun",Should people with mental illness be legally allowed to purchase guns?,628
"I think there are illnesses that are diagnosed where a gun should not be allowed, schizophrenia is one example. But these are case by case ",Should people with mental illness be legally allowed to purchase guns?,629
I think there needs to be a line drawn with the different mental illnesses. ,Should people with mental illness be legally allowed to purchase guns?,630
"I would need clarification on what a ""dangerous mental illness"" is before casting my vote. ",Should people with mental illness be legally allowed to purchase guns?,631
If a person has severe mental illness and has to take medicine to keep their sanity should be evaluated before having a gun.,Should people with mental illness be legally allowed to purchase guns?,632
It depends on the mental illness and how the laws would be manipulated to enforce unwarranted gun control.,Should people with mental illness be legally allowed to purchase guns?,633
It depends on what the definition of mental illness is,Should people with mental illness be legally allowed to purchase guns?,634
"It depends, some mental illnesses are much more high risk than others. For example, people with psychotic disorders shouldn't have guns.",Should people with mental illness be legally allowed to purchase guns?,635
it not a good policy for them to issue this permit to them,Should people with mental illness be legally allowed to purchase guns?,636
It seems logical to ban guns from the mentally ill but who gets to determine who is mentally ill?,Should people with mental illness be legally allowed to purchase guns?,637
It should be limited to mental illnesses for which medication can be court ordered to obtain release from detention facilities.,Should people with mental illness be legally allowed to purchase guns?,638
It should depend on personality tests and intelligence measures,Should people with mental illness be legally allowed to purchase guns?,639
It will be hard from gun sellers to be sure they are not selling to a mentally ill person,Should people with mental illness be legally allowed to purchase guns?,640
It's hard to make the determination if people with mental illnesses should be banned from buying guns,Should people with mental illness be legally allowed to purchase guns?,641
It’s crucial to strike a balance between individual right and public safety. But its also crucial that people who use guns are mentally okay,Should people with mental illness be legally allowed to purchase guns?,642
Its a hard thing to limit because mental illness is duch a broad area,Should people with mental illness be legally allowed to purchase guns?,643
Mental health assessments should be part of the gun purchasing process.,Should people with mental illness be legally allowed to purchase guns?,644
"Mental health is super important when it comes to gun access. If someone’s struggling, having a gun around can lead to some really dangerous",Should people with mental illness be legally allowed to purchase guns?,645
Mental health screenings should be comprehensive and rigorous to determine the stability of individuals before allowing them to access guns.,Should people with mental illness be legally allowed to purchase guns?,646
Mental illness can be used as a weapon against someone by someone who just wants a ban on guns.,Should people with mental illness be legally allowed to purchase guns?,647
Mental illness has been weaponized by other governments against political dissidents. ,Should people with mental illness be legally allowed to purchase guns?,648
mental illness is enough reason to refuse an individual a gun,Should people with mental illness be legally allowed to purchase guns?,649
Mental illness is fluid. Initial diagnosis doesn't determine prognosis.,Should people with mental illness be legally allowed to purchase guns?,650
Mental Illness should be a factor when determining whether or not someone can buy a gun.,Should people with mental illness be legally allowed to purchase guns?,651
More evaluations should be required before purchasing a gun. Everyone should have the right to buy a gun if eligible. ,Should people with mental illness be legally allowed to purchase guns?,652
Most individuals with major psychological illnesses such as schizophrenia are harmless and are able to function very well on their own.,Should people with mental illness be legally allowed to purchase guns?,653
Most mental illness does not lead to violence so banning folks with mental illness would be stripping non-violent adults of their rights.,Should people with mental illness be legally allowed to purchase guns?,654
Most shooters today have a serious mental illness issue. Everyone needs an evaulation when buying guns.,Should people with mental illness be legally allowed to purchase guns?,655
People who have a history of untreated mental illness should not be able to own a gun.,Should people with mental illness be legally allowed to purchase guns?,656
People who want to own guns should pass a 3 month gun ownership competency test. ,Should people with mental illness be legally allowed to purchase guns?,657
People with a mental diagnosis shouldn’t have guns because you don’t know the extent of their issues or what may trigger them,Should people with mental illness be legally allowed to purchase guns?,658
People with mental illness are more dangerous to casuse harm with guns,Should people with mental illness be legally allowed to purchase guns?,659
people with mental illness are unpredictable to handle gun and they come as the most violent in the society.,Should people with mental illness be legally allowed to purchase guns?,660
"People with mental illness should not be legally allowed to purchase guns, as it poses potential risks to themselves and others.",Should people with mental illness be legally allowed to purchase guns?,661
People with mental illnesses shouldn't have access to firearms. I'm sorry but it is best for everyone,Should people with mental illness be legally allowed to purchase guns?,662
People with severe mental illness who pose a danger to themselves or others should be restricted from purchasing firearms.,Should people with mental illness be legally allowed to purchase guns?,663
People with some mental issues such as agoraphoia or anxiety should be allowed to purchase guns but should undergo an evaluation first. ,Should people with mental illness be legally allowed to purchase guns?,664
Severe mental illness such as bipolar and schizophrena should not be allowed a gun. Im sorry but its a fact.,Should people with mental illness be legally allowed to purchase guns?,665
Since there are varying degrees of mental illness a criteria needs to be in  place as to which are looked at more closely for restrictions,Should people with mental illness be legally allowed to purchase guns?,666
Some with mental illness just tend to be more unpredictable and violent than others.,Should people with mental illness be legally allowed to purchase guns?,667
Th 2nd amendment states all have the right to bear arms. Can't forget that,Should people with mental illness be legally allowed to purchase guns?,668
The culture of violence is far more dangerous than mental illness that is controlled.,Should people with mental illness be legally allowed to purchase guns?,669
The government would come up with new guidelines for mental illness,Should people with mental illness be legally allowed to purchase guns?,670
"The term ""mental illness "" is too broad of a statement to actually be enforced.We also have HIPPA laws to further complicate this matter.",Should people with mental illness be legally allowed to purchase guns?,671
There are many with certain mental health issues that don't cripple them.  They have the same rights as those who don't,Should people with mental illness be legally allowed to purchase guns?,672
There are too many kinds of mental illness to try and regulate. People who show violent tendencies or have been intutionalized should not be,Should people with mental illness be legally allowed to purchase guns?,673
There is a strong correlation between severe mental illness and increased risk of violence.,Should people with mental illness be legally allowed to purchase guns?,674
"There is validity to this idea, but many variables to consider. ",Should people with mental illness be legally allowed to purchase guns?,675
"This could be good, but not all mental illnesses are dangerous. It would be better to have them be evaluated by a specialist for this.",Should people with mental illness be legally allowed to purchase guns?,676
"This is pretty plain and simple, pass a cogitative test to purchase a gun just like you pass a driver license exam to drive a car. ",Should people with mental illness be legally allowed to purchase guns?,677
this issuing of guns will not be helpful to the mental health people,Should people with mental illness be legally allowed to purchase guns?,678
"Those with mental illnesses that are involved in gun violence the most should be banned from getting guns, but all people need to be tested.",Should people with mental illness be legally allowed to purchase guns?,679
"Truly mentally ill people should not be allowed to own guns; however, there are some things like anxiety or OCD that might be exceptions.",Should people with mental illness be legally allowed to purchase guns?,680
Veey delightful about so many things and good things to be done always and forever ,Should people with mental illness be legally allowed to purchase guns?,681
We have a rogue government that has been hijacked by domestic enemies. We can't let them use mental illness as an excuse to take our guns.,Should people with mental illness be legally allowed to purchase guns?,682
When registering to buy a gun applicants should have a mental evaluation and check of previous mental issues as well as a full background ch,Should people with mental illness be legally allowed to purchase guns?,683
"Without a clearer definition of what mental illness is, it would be difficult to justify banning 2nd amendment rights. ",Should people with mental illness be legally allowed to purchase guns?,684
"Yes people with mental health issues should not be allowed to purchase or own guns,  clearly the present system isn't working.",Should people with mental illness be legally allowed to purchase guns?,685
